frame,requirement_id,frame_domain_id,trace_id,entry_state_sha256,time_ms,scenario,language,kind,expected_state,trigger,baseline_file,baseline_sha256,implementation_file,implementation_sha256,diff_file,diff_sha256,normalized_rmse,timing_result,visual_result,evidence_source,reviewer,notes
67,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,5500.000,default,en,transition,third bottle motion begins,source frame 67 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-067.png,7bf80ea4369375f873c0082731e8be6d635e797c55f885a75ac1ae497d502063,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
75,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,6166.667,default,en,transition,third pour begins,source frame 75 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-075.png,df1fe1d77bffdaf57778944cdd53c84dd8c6f75da9275abc5ffbbaa84f1cbc80,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
93,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,7666.667,default,en,transition,three-quarter gallon fill,source frame 93 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-093.png,51af225e08d8bbd65f2ba7335b8d978425b3d2dca2233abb075b763f8ee24381,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
94,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,7750.000,default,en,transition,third return and fourth motion begin,source frame 94 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-094.png,d6b24bfde6a56f988e68ae6fb376a09f0c74ad50aeab172f17787a42db4cb168,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
105,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,8666.667,default,en,transition,fourth pour begins,source frame 105 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-105.png,99445d77a4242d842626ca481ccdae2b1435285a1b2a023aea397d9806095cd0,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
106,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,8750.000,default,en,transition,third bottle empty,source frame 106 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-106.png,045bfa0957d84e3b81219e6f2e137b54bc3a4d89ee69788975615dbbb924cf74,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
123,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,10166.667,default,en,transition,gallon fill reaches complete,source frame 123 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-123.png,5f7f395f5e51344dc31e9310be32904049e1870853d856cde65b0d34e8471c07,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
124,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,10250.000,default,en,transition,fourth bottle return begins,source frame 124 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-124.png,baac7ecdc0ab914bee8c76e66cf13408345595c4acf4ba5c4cc36a73e77a9a8e,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
129,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,10666.667,default,en,transition,fourth bottle opacity boundary,source frame 129 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-129.png,a91ac3c6604f559bf5848d6bb48455aa726ae16b0c6311b111dff2083cacc7d6,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
136,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,11250.000,default,en,transition,fourth bottle restored,source frame 136 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-136.png,85e4ea6c352af6691b03e038ecd3398c8a07c1f311fa01b588db17d2e087441b,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
137,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,11333.333,default,en,static,fourth bottle empty,source frame 137 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-137.png,85e4ea6c352af6691b03e038ecd3398c8a07c1f311fa01b588db17d2e087441b,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
149,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,12333.333,default,en,static,pre-formula boundary,source frame 149 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-149.png,85e4ea6c352af6691b03e038ecd3398c8a07c1f311fa01b588db17d2e087441b,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
150,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,12416.667,default,en,transition,formula fade begins,source frame 150 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-150.png,7647876e270249c416b5d206d725c1c740fd74921f59291c3d99c34281a5e03d,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
161,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,13333.333,default,en,transition,formula fully visible,source frame 161 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-161.png,bc3c12e39f4e26f34d612c098a3fd8bb4f0e610b7e46f1b1c348e1a546aefb70,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
164,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,13583.333,default,en,transition,Replay fade begins,source frame 164 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-164.png,4c27d34af8d2b2653d8ffe5b291289e1fb7bef8baf5916576c0edf6573190b3b,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
170,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,14083.333,default,en,transition,terminal Replay state,source frame 170 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-en/frame-170.png,7c3c078fc357c876a8ee503abb1059e318b8dedd629133bfe51bb196c1471199,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
1,req:root:default:es,root,trace:root:default:es:seed-0,43bb3bbbaab63924c885500cfcf7792349dacf6466c75081dcc1dbc2020654b3,0.000,default,es,static,Spanish Mc_SD panel visible at initial child frame,deterministic frame query,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-es/frame-001.png,a27c783d37450b15ceaf4885fac1084556b1afb57348f2d9890afd901a643f1a,,,,,,,,"Child visual only; not original-host audio human or owner acceptance. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
85,req:root:default:es,root,trace:root:default:es:seed-0,43bb3bbbaab63924c885500cfcf7792349dacf6466c75081dcc1dbc2020654b3,7000.000,default,es,static,Spanish Mc_SD persists at middle probe frame,deterministic frame query,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-es/frame-085.png,530c4e9b00009f117ea8c5070de43b06d988c044248d71430715a1ca7dfc7463,,,,,,,,"Child visual only; not original-host audio human or owner acceptance. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
170,req:root:default:es,root,trace:root:default:es:seed-0,43bb3bbbaab63924c885500cfcf7792349dacf6466c75081dcc1dbc2020654b3,14083.333,default,es,static,Spanish Mc_SD persists at terminal Replay state,deterministic frame query,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-03-v3/req-root-default-es/frame-170.png,015bd8c920fae0b3abe2b76cba4159652ba0e797512a430333ccf202ef688ba4,,,,,,,,"Child visual only; not original-host audio human or owner acceptance. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
