frame,requirement_id,frame_domain_id,trace_id,entry_state_sha256,time_ms,scenario,language,kind,expected_state,trigger,baseline_file,baseline_sha256,implementation_file,implementation_sha256,diff_file,diff_sha256,normalized_rmse,timing_result,visual_result,evidence_source,reviewer,notes
68,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,5583.333,default,en,transition,fourth bottle fade boundary,source frame 68 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-068.png,c13c57f7918367f3d5836e23ead1c82370a9d292d810f2f61ce1392008345fdb,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
69,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,5666.667,default,en,transition,fourth return begins,source frame 69 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-069.png,9b35534c52e80c2b66ae6037331d58419ce7b2819ae73ad5da1071370faead4b,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
77,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,6333.333,default,en,static,fourth bottle empty,source frame 77 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-077.png,e1ee5575b81390b5f8ace1c6e60a6d5ce2620b82e6fbfb1e51f5aa4c58753996,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
89,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,7333.333,default,en,static,pre-formula boundary,source frame 89 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-089.png,e1ee5575b81390b5f8ace1c6e60a6d5ce2620b82e6fbfb1e51f5aa4c58753996,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
90,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,7416.667,default,en,transition,formula fade begins,source frame 90 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-090.png,e3fee38fa6b02cfa1c0fad4a549576cabce22476aa23c629103ea2bda8a6e3ee,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
101,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,8333.333,default,en,transition,formula fully visible,source frame 101 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-101.png,9ecff232d7d2a6ae801d324f569c0cb7a4e07c175d4c8d03ead888c6cd96c3a7,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
103,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,8500.000,default,en,transition,Replay fade begins,source frame 103 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-103.png,d98a0e82d763bd6faaefb26a0e45e7e9bff310d57c0e8ffb8dd11b247e3a45f1,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
109,req:root:default:en,root,trace:root:default:en:seed-0,0c9cb0a75fd7962e040a56e9359dee9f6afef997d1f9bf380656201980a5b5af,9000.000,default,en,transition,terminal Replay state,source frame 109 boundary,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-en/frame-109.png,4ff409ca5cb427ecf0bb92253d1f774a9dec539cc7ae375a608d93112b4c42cf,,,,,,,,"English standalone engineering evidence only; not a human visual-review or owner signature. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
1,req:root:default:es,root,trace:root:default:es:seed-0,43bb3bbbaab63924c885500cfcf7792349dacf6466c75081dcc1dbc2020654b3,0.000,default,es,static,Spanish Mc_SD panel visible at initial child frame,deterministic frame query,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-es/frame-001.png,bd461a2f9d2b600f9d61b08006fbb61b2cfc512ce5f28071fb3a11791a1af2ec,,,,,,,,"Child visual only; not original-host audio human or owner acceptance. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
55,req:root:default:es,root,trace:root:default:es:seed-0,43bb3bbbaab63924c885500cfcf7792349dacf6466c75081dcc1dbc2020654b3,4500.000,default,es,static,Spanish Mc_SD persists at middle probe frame,deterministic frame query,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-es/frame-055.png,ff514aa025e01ecc5ae7e87f1f2c4b9a3965498163b0269fb6ec5e4045549b45,,,,,,,,"Child visual only; not original-host audio human or owner acceptance. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
109,req:root:default:es,root,trace:root:default:es:seed-0,43bb3bbbaab63924c885500cfcf7792349dacf6466c75081dcc1dbc2020654b3,9000.000,default,es,static,Spanish Mc_SD persists at terminal Replay state,deterministic frame query,,,output/playwright/schema-v4-queue/formula-elementary-conversion-01-02-v3/req-root-default-es/frame-109.png,ce7eff7acf951e558190ee1b15754b4db27c12ecdad2b0357a312a2ff94ebfcb,,,,,,,,"Child visual only; not original-host audio human or owner acceptance. Legacy baseline/implementation/diff/RMSE fields were archived as prereview-only and intentionally cleared; fresh coverage-v2 evidence is required. Deterministic current JavaScript implementation capture recorded; no original-runtime baseline, RMSE, audio, human-review, owner-review, or strict-completion claim is added."
