"object_id","qualified_table","row_count","column_count","sensitive_named_column_count","domain","priority","sensitivity","useful_for_help_math_2_0","readable_jsonl_path","lossless_bcp_path"
"1136723102","dbo.Student_Lesson_Assignments_Attributes","91555","4","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1136723102.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1136723102.bcp"
"983674552","dbo.DCCRecPrescriptions","73342","8","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_983674552.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_983674552.bcp"
"999674609","dbo.DCCRecStandards","46612","7","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_999674609.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_999674609.bcp"
"1584724698","helpprogram.studentnotes","43401","15","1","behavior_session_notes","restricted_high","student_activity_or_outcome_data","Use only for de-identified aggregate analysis and to design the HELP Math 2.0 event, mastery, progress, and reporting models.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1584724698.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1584724698.bcp"
"967674495","dbo.DCCRecommendations","34435","5","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_967674495.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_967674495.bcp"
"1140199112","dbo.Class_Lesson_Assignments","33805","3","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1140199112.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1140199112.bcp"
"1604200765","dbo.Classes","25658","44","3","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1604200765.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1604200765.bcp"
"569769087","dbo.CourseActivationsSchools","14161","5","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_569769087.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_569769087.bcp"
"1204199340","dbo.Class_Lesson_Assignments_Attributes","12987","3","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1204199340.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1204199340.bcp"
"1380199967","dbo.Teachers","10559","15","11","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1380199967.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1380199967.bcp"
"505768859","dbo.stin","9884","6","0","legacy_temp_import","reference_only","mixed_legacy_or_personal_data","Treat as duplicate, staging, or import-era data until reconciled with authoritative content tables; exclude from direct migration.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_505768859.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_505768859.bcp"
"269244014","dbo.ssm_XStandardsL","5581","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_269244014.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_269244014.bcp"
"333244242","dbo.ssm_XStandardsQ","5292","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_333244242.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_333244242.bcp"
"912722304","dbo.Lessons","3727","13","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_912722304.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_912722304.bcp"
"1040722760","dbo.MetaData","3721","7","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1040722760.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1040722760.bcp"
"621245268","dbo.ssm_XDetailedSkillsL","3580","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_621245268.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_621245268.bcp"
"445244641","dbo.ssm_XGradesL","3385","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_445244641.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_445244641.bcp"
"509244869","dbo.ssm_XGradesQ","3282","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_509244869.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_509244869.bcp"
"685245496","dbo.ssm_XDetailedSkillsQ","3177","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_685245496.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_685245496.bcp"
"61243273","dbo.ssm_LessonsPages","2983","7","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_61243273.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_61243273.bcp"
"1325247776","dbo.ssm_XMetaL","2647","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1325247776.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1325247776.bcp"
"672721449","dbo.CourseActivations","2339","5","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_672721449.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_672721449.bcp"
"448720651","dbo.Schools","2139","39","11","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_448720651.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_448720651.bcp"
"973246522","dbo.ssm_XInteractivesL","1979","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_973246522.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_973246522.bcp"
"125243501","dbo.ssm_QuizQuestions","1883","5","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_125243501.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_125243501.bcp"
"1243151474","dbo.TrainingRecordingsUsage","1575","4","0","behavior_session_notes","restricted_high","student_activity_or_outcome_data","Use only for de-identified aggregate analysis and to design the HELP Math 2.0 event, mastery, progress, and reporting models.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1243151474.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1243151474.bcp"
"797245895","dbo.ssm_XManipulativePracticesL","1307","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_797245895.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_797245895.bcp"
"489768802","dbo.sin","1105","9","0","legacy_temp_import","reference_only","mixed_legacy_or_personal_data","Treat as duplicate, staging, or import-era data until reconciled with authoritative content tables; exclude from direct migration.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_489768802.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_489768802.bcp"
"861246123","dbo.ssm_XManipulativePracticesQ","1096","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_861246123.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_861246123.bcp"
"848722076","dbo.DemoUser_Assignments","1067","3","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_848722076.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_848722076.bcp"
"425768574","dbo.Student$","979","10","0","legacy_temp_import","reference_only","mixed_legacy_or_personal_data","Treat as duplicate, staging, or import-era data until reconciled with authoritative content tables; exclude from direct migration.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_425768574.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_425768574.bcp"
"1389248004","dbo.ssm_XMetaQ","928","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1389248004.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1389248004.bcp"
"573245097","dbo.ssm_DetailedSkills","782","3","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_573245097.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_573245097.bcp"
"441768631","dbo.Student_Form$","595","10","2","legacy_temp_import","reference_only","mixed_legacy_or_personal_data","Treat as duplicate, staging, or import-era data until reconciled with authoritative content tables; exclude from direct migration.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_441768631.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_441768631.bcp"
"457768688","dbo.instu$","546","7","1","legacy_temp_import","reference_only","mixed_legacy_or_personal_data","Treat as duplicate, staging, or import-era data until reconciled with authoritative content tables; exclude from direct migration.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_457768688.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_457768688.bcp"
"263671987","dbo.PreAndPostTestsQuestions","545","28","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_263671987.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_263671987.bcp"
"189243729","dbo.ssm_Standards","545","6","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_189243729.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_189243729.bcp"
"2023678257","helpprogram.X_PreAndPostTestsQuestions","545","17","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_2023678257.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_2023678257.bcp"
"384720423","dbo.Districts","420","21","8","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_384720423.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_384720423.bcp"
"896722247","dbo.LearningObjectives","411","4","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_896722247.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_896722247.bcp"
"1277247605","dbo.ssm_Metatags","395","3","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1277247605.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1277247605.bcp"
"1131151075","dbo.PrePostDistricts","364","1","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1131151075.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1131151075.bcp"
"1037246750","dbo.ssm_XInteractivesQ","314","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1037246750.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1037246750.bcp"
"749245724","dbo.ssm_ManipulativePractices","300","3","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_749245724.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_749245724.bcp"
"43147199","dbo.DemoUsers","285","15","6","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_43147199.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_43147199.bcp"
"2082106458","dbo.TrialUsers","190","10","2","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_2082106458.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_2082106458.bcp"
"608721221","dbo.PJAdmin_Assignments","153","3","0","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_608721221.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_608721221.bcp"
"1149247149","dbo.ssm_XToolsL","116","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1149247149.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1149247149.bcp"
"521768916","dbo.tin","108","7","0","legacy_temp_import","reference_only","mixed_legacy_or_personal_data","Treat as duplicate, staging, or import-era data until reconciled with authoritative content tables; exclude from direct migration.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_521768916.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_521768916.bcp"
"925246351","dbo.ssm_Interactives","97","3","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_925246351.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_925246351.bcp"
"1559676604","dbo.PreAndPostTestsQuestions_2","82","17","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1559676604.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1559676604.bcp"
"1977058079","dbo.States","71","2","0","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1977058079.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1977058079.bcp"
"1607676775","dbo.PrePostDistricts_1","69","1","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1607676775.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1607676775.bcp"
"1213247377","dbo.ssm_XToolsQ","65","2","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1213247377.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1213247377.bcp"
"1367675920","dbo.PreAndPostTests","42","15","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1367675920.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1367675920.bcp"
"1543676547","dbo.PreAndPostTests_2","36","13","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1543676547.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1543676547.bcp"
"1515152443","dbo.AlignmentTables","32","5","0","system_reference_other","reference_only","low_or_unknown","Retain for provenance and inspect only when a concrete HELP Math 2.0 requirement depends on it.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1515152443.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1515152443.bcp"
"1856725667","helpprogram.Clicks_Global","31","26","1","behavior_session_notes","restricted_high","student_activity_or_outcome_data","Use only for de-identified aggregate analysis and to design the HELP Math 2.0 event, mastery, progress, and reporting models.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1856725667.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1856725667.bcp"
"487672785","dbo.CustomPreAndPostTestsQuestions","19","7","0","assessment_outcomes_recommendations","high","assessment_content","Recover assessment definitions, bilingual question content, recommendation rules, and diagnostic mappings after editorial review.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_487672785.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_487672785.bcp"
"1952726009","helpprogram.clicktype","16","2","0","behavior_session_notes","restricted_high","student_activity_or_outcome_data","Use only for de-identified aggregate analysis and to design the HELP Math 2.0 event, mastery, progress, and reporting models.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1952726009.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1952726009.bcp"
"194099732","dbo.DemoUserLogins","15","4","2","accounts_organizations_classes","schema_only","direct_identifiers_or_credentials","Use only as a legacy entity-model reference for districts, schools, classes, teachers, students, and enrollment; do not migrate credentials or personal records.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_194099732.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_194099732.bcp"
"1424724128","dbo.TrainingRecordings","12","4","0","behavior_session_notes","restricted_high","student_activity_or_outcome_data","Use only for de-identified aggregate analysis and to design the HELP Math 2.0 event, mastery, progress, and reporting models.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1424724128.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1424724128.bcp"
"784721848","dbo.Courses","10","7","0","course_content_taxonomy","high","content_metadata","Recover course structure, lesson/page order, bilingual taxonomy, learning objectives, standards, and legacy asset references.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_784721848.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_784721848.bcp"
"1028198713","dbo.Notepad","10","5","1","behavior_session_notes","restricted_high","student_activity_or_outcome_data","Use only for de-identified aggregate analysis and to design the HELP Math 2.0 event, mastery, progress, and reporting models.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_1028198713.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_1028198713.bcp"
"880722190","dbo.DemoUser_Bookmarks","9","4","0","assignments_activation_configuration","restricted_medium","student_teacher_or_school_links","Use the schema and aggregate relationships to design assignment, activation, and roster workflows; do not import raw historical links by default.","extracted_NewHelpProgram_20210203/04_data_jsonl_gzip/data/T_880722190.jsonl.gz","extracted_NewHelpProgram_20210203/03_data_native/data/T_880722190.bcp"
