"relative_path","path_sha256","bytes","modified_utc","extension","category","priority","sensitivity","database_table","table_row_count","manifest_sha256","integrity_evidence","useful_for_help_math_2_0"
"extracted_NewHelpProgram_20210203/00_backup_assessment/dbcc_checkdb.txt","99c0ba8bfe53a9dbf21bf58187f0197bb3f62f9e7ec1d246068eed089f5dc822","337","2026-07-23T20:24:32.200Z","txt","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/00_backup_assessment/filelistonly.tsv","39070ca730f91ce223978e49f452e61d2d27b6ffe9b6c8ea1f474f998e532e86","1091","2026-07-23T19:33:46.390Z","tsv","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/00_backup_assessment/headeronly.tsv","d7b30864c40320bfa50ee8b63cf956a3197e6e798a483480193f046832e622f0","2397","2026-07-23T19:33:46.360Z","tsv","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/00_backup_assessment/restore.log","ae8a2bca2f109b6a4c6ee876adeed92e265fff830e6055ecb47f62207de0ed4d","17837","2026-07-23T19:35:14.270Z","log","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/00_backup_assessment/runtime_environment.md","bf3d2e81fa79eaf4863ee30066966f83a1d25c27c71287708fc05fc2f89b2c46","953","2026-07-23T20:32:46.260Z","md","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/00_backup_assessment/source_bak.sha256","66ba383aa0a50ad7cf5acea5cea2ae9608db3f1ab4a9fded03179b94ccf97473","139","2026-07-23T20:21:21.360Z","sha256","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/00_backup_assessment/verifyonly.txt","cf34e463e818412c48c621b4a0c719f8df5fddf7428d277eeb0fd85b2d5b0e52","475","2026-07-23T19:34:21.740Z","txt","backup_integrity_and_restore_evidence","high","infrastructure_metadata","","","","not_listed_in_existing_sha256_evidence","Establishes backup identity, SQL Server version, restore health, and DBCC integrity; not application content."
"extracted_NewHelpProgram_20210203/01_catalog/columns.tsv","fc8dacd7840bf6dca1fab3c801ee4b7178af80cc5292bbd22f53220418aee798","83853","2026-07-23T20:19:39.910Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/computed_columns.tsv","9347e3f4862787720642b195b3a127f6ec9976c61d9cec5940328c56f65edf8c","987","2026-07-23T20:19:39.930Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/database_files.tsv","12616350ce2ec3e79449bf85d8b047e7f710732895719cd31866fb63a6fb3b2d","431","2026-07-23T20:19:40.060Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/database_permissions.tsv","e8dc00a6a3f42f9b0d258e17daa57db8996ec19eb427ff757802bc4680f0f85b","18466","2026-07-23T20:19:40.040Z","tsv","database_structure_catalog","medium","security_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/database_principals.tsv","1e69b4e052756367532b2ad21ea4f2a3af4ed6842dffad599a3aff2663dc15f6","2957","2026-07-23T20:19:40.020Z","tsv","database_structure_catalog","medium","security_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/database_properties.tsv","83408d05e7254303abada2ed5dec3bfb099b9b25ad264904f71fc6fbb5c72b6d","663","2026-07-23T20:19:39.790Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/database_role_members.tsv","ced93a4d2b6eacef95d2a3fab02d5b35f9ed86394b77c9d469ec33a1fc78f947","696","2026-07-23T20:19:40.030Z","tsv","database_structure_catalog","medium","security_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/default_constraints.tsv","c31e37c91a3177a05803d807182647dc4211e258ece4123e79cc1fa970974c0c","10144","2026-07-23T20:19:39.950Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/dependencies.tsv","2dfcd59eaf9debac46d0b7ab7f121f9a25849564068eedf67ea587370300a7d4","5584","2026-07-23T20:19:40.060Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/exact_row_counts.tsv","fc51e9572de666f27e0fddf7faa90ce7d6e224ea4043b2c034aef5ea57f93b0c","3113","2026-07-23T19:55:52.440Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/extended_properties.tsv","56673df7f73ce7af0c743376a84e0fa0d0c2e4e2db2a418b1bf751f7b7d8ba58","2167","2026-07-23T20:19:40.050Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/foreign_key_columns.tsv","b5f1d977aeb83a9a09f42601ff39ff8cad1847a9d4f1938bf523e709144d2d69","6539","2026-07-23T20:19:39.970Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/foreign_keys.tsv","6ed51a31ab4f156ab89af29239eaa78a6fed7d7dad8758ed205ca0f231f5c31f","7210","2026-07-23T20:19:39.960Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/identity_columns.tsv","d971953d9486190156c9d68de7544a53af91b99959fe67a5c612efa63906a768","2830","2026-07-23T20:19:39.920Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/index_columns.tsv","fbe652f4dfbbede6f756366a9e441a43f8d26639c8afac6aa4908cce0d176119","14138","2026-07-23T20:19:40.000Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/indexes.tsv","408a775507b7cbcd0ab2abd28e52a443b12c394886b4628d87dddbbaaa11c594","12678","2026-07-23T20:19:39.990Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/inventory_counts.tsv","1eef9eb1f1843a307300ddcf275e1e400a15b2c40125151d88f69a7dde194d18","516","2026-07-23T20:20:14.840Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/key_constraints.tsv","2199053f79e4c12ee5f0d1075dd8b8417699da4a79e18a0f725f066aee57afaa","6725","2026-07-23T20:19:39.960Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/modules.tsv","c0ead12dd95230534e3129ae49cc287a02432c32befeda6879fcd960f04273f8","3409","2026-07-23T20:19:40.020Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/objects.tsv","74982d8049b0f3e7a7794865db20f62b371fd1a1cb5a369ecb31f2c3dbd5dead","44836","2026-07-23T20:19:39.810Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/schemas.tsv","a681887d4ae699e88118db0a322f7c5275f852fbe259556e78ce0fd03276b60c","337","2026-07-23T20:19:39.790Z","tsv","database_structure_catalog","medium","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Supporting database schema, indexing, constraint, security, or inventory metadata."
"extracted_NewHelpProgram_20210203/01_catalog/table_storage.tsv","c6ff18021da060df480537c40c38183787fb29855f4ea28a86c7e83ea11d3ab9","5541","2026-07-23T20:19:40.080Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/tables_export.psv","934922c77b7064b5ca57751c6e2964089e0a818698ae858359f355b366c11055","3070","2026-07-23T19:55:52.450Z","psv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/01_catalog/tables.tsv","8917964ac6377fad25593d2f60a6fa05e2c63270bd8b38fa79ec80031a8e9fb1","12739","2026-07-23T20:19:39.830Z","tsv","database_structure_catalog","high","schema_metadata","","","","not_listed_in_existing_sha256_evidence","Primary structural evidence for tables, columns, row counts, relationships, storage, and database logic."
"extracted_NewHelpProgram_20210203/02_schema/all_22_raw_module_definitions.sql","51b0c326548630ccc955167fe3f1c6a8e8e6c5f15638b68a4d5ceb3c2ac5374b","32099","2026-07-23T20:26:36.460Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","cc507483628635e69a65910f959e51e0edfaf8f303fc0c617511f2c0362b8891","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/NewHelpProgram_schema.sql","52374a18a70a8401056e0fba2caf07d505e3f4cd4b44ae8f5747560658c50335","102767","2026-07-23T19:52:27.380Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","1d3de5abca4159056bb36acc72ea9c70f9542810fa191a76d051a5a3ca65574d","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/NewHelpProgram_validated_without_login_mappings.dacpac","f1e24bf16d981e9da15cbb29aa09e1c66a329c5ffc0e36703e4107f58620ea38","37283","2026-07-23T20:24:59.240Z","dacpac","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","804b90d80a6cce4bf0c40b2fb1f97ab2d4e3d41313da98a78a72010672c3af8c","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/NewHelpProgram.dacpac","aaac2db721f1166df016c4e12e6fb3ed6f8435cfbae556742af133261c33be90","37376","2026-07-23T19:52:01.960Z","dacpac","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","3af3b1216d69b981094c8b2da435565f6894e5e6e555def1629ba0c0762fd643","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/sqlpackage_dacpac_diagnostics.log","56d6ec83bac6f1ba0ee0547e7735a9a427dc8cf2760a379c11bb01263762a948","27145","2026-07-23T19:52:04.110Z","log","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","0c20fcdf6ed098f564098bdfcbaa8d1137ad0c4f797d3addd69657a6aa459779","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/sqlpackage_schema_file_diagnostics.log","df61cb51bda558ac39306800727d13105fd4a696c020dff771547e63d94ba064","11436","2026-07-23T19:52:29.820Z","log","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","5f246cac8244bd7597beacf0fab7506383617576cd444a6f3dd590045a73ffcb","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/sqlpackage_sqlproject_diagnostics.log","24bc39f4b4c1e0fb7dc78aaad773b43813f39de1f0313a5e1f7bf11543113efb","11682","2026-07-23T19:52:24.640Z","log","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","d4c58626e9327dd74a2792aa53e3302c8afdefe4aaa5f16e6ca5aa2324e18992","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/sqlpackage_validated_dacpac_diagnostics.log","108665ba3e4252eaf0b47bf6f3a6eab9b3134ce7babcf9237893f2d936a272e4","12173","2026-07-23T20:25:01.140Z","log","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","8f104afe368884672eaf6ac4629e729647964a69db4ffa009af41985b12339ad","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Admin.sql","871ea19172608d8c4f41711368f226201771f36b33f918fc047a794db23094b6","299","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","fbf4c35d23d8cf727a80696b5c58230e620b10853a2e94566b4e0e6f8c6256e0","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/AlignmentTables.sql","5f70a36563f1ec30ab98b59c64bd481a93c8910674a8e66f8bc94ee8b3521d7f","419","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","a6770280e37f0c21e25c38211e7596445047e3ebd2277b0bc258631ec9281a85","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Bookmarks.sql","7de0900cc2d185d17795442cedfb7a1b68a29b0218b92bea715e0592b3cf38b7","341","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","a583922d8ff79579eefab8e2ed6968cfed100a2b8699d9b92a3d45006a7959a5","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Class_Lesson_Assignments_Attributes.sql","8cc5288dc843b5094762bd6dcedde7d32848d7d38aa47119676e07cc6433c921","455","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","5e82c62c650af9becc3bd20049d2a5f52333765629efaa334dee0f0120b2373a","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Class_Lesson_Assignments.sql","ba286c11677a159c8053aee38d950bcfa876f113f4ea2490e6b1dd5629b14016","254","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","44e841e856514510188ea2e2119bbf0fa984a3d57f4b95418b0f0e70fb9044ed","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ClassEnrollment.sql","180aca75eda29f76f1bfbb1c39bda20c53fdd89e5064f1ac87cba2be1c6809b5","3953","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","9c5ae9c283acf75409b030ec371d4ed7ff1d24a260edcad75fdc3c85061eb3d2","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Classes.sql","6921543bdd956646385b2594d7d3b6e5e39e52ea18ceb3d7256d1ffc8c12080d","5727","2026-07-23T19:52:22.650Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","98cc98c6ce42c51c95299ad0ca630e8dace7644cf349665fd2adb7a40cf2a4c5","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Completed_AdaptiveTests.sql","890c7c287b9feae9af5c359154b7176d04ded35be4cb65551dd9e14bdf5059aa","354","2026-07-23T19:52:22.610Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","f0d09fdb7197ff6c473c1d26469b3a6827f9820917eec56dae6cebdb498ddd1b","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Completed_Lessons.sql","4a91b1f06f3cf776d41fe45c6ea3bfd2fcb318b70ecda2bded931aa4dc243ddc","574","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","c5d6c8858ad7aa3eb7bd621b7ebab552f82f133df1787e283b20bfa5e82066f4","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Completed_Tests.sql","c8aa83807192e94d94bab9f881d5c50431a8242a2293b887d5857dc1fcc3ea30","1471","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","98928a7de0ba8ce4567f4c59a383342ec15fae4003e95622df443b59f5002180","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/CourseActivations.sql","9931d16f218dc77096cf7680a636164d88c4977a0593a856cefe41423cb9d346","801","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","9e3b8723930c4c95aac8356d52e95643c9efc38c65d4167013e724ef0a9ea9d8","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/CourseActivationsSchools.sql","23878e6c5c5f1e41329c7259853a0a08883dcffed76ddff645b41e618e2a80c1","833","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","e1fb9a9d3107fdb93fb71b77019c8f6c63c08484b278296dcbdf8d24526b2c11","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Courses.sql","6503b531a256490478384fabc1cb992f0788e00eb0b588e88e358c1998f3ba0b","424","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","59616e78aca87d8a1a0f32b88e29dc83215ecb2c47b2b7404a011ea5c866082e","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/CustomPreAndPostTestsQuestions.sql","1035d463bbf9dcee41cc687536b7e7bed9a80e3ce96d1d6003cabcb402117f47","520","2026-07-23T19:52:22.610Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","18487bd60a97874a055b7db581542c2478ff32842b70050368531003387b2408","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/DCCRecommendations.sql","b4547b16bcc39ae7922f1def2b577bb5639928d76213d8aa4efe393e9fecd4ba","672","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","8ce8f649c48046a46e9f0588972f6c2d1abff9487774299c2961f3bcb7823720","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/DCCRecPrescriptions.sql","98b4e1fdb43e624e1fbe5762fda8cfaa65121dba3980fff8be0f337bfee918e0","934","2026-07-23T19:52:22.650Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","c28bb8505c7785c1499f6de1606f12a05cbcc91a2f465a0d2a0638b7452b4919","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/DCCRecStandards.sql","4d1ee54f64bfbe553f5502e4e8b9e21e82b268a71bbdc4126821cc08b2b09d14","796","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","095f61f623fa75385f67a74ca9bc7ea17a5de9857e3004c0bb11df8e4d85102d","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/DemoUser_Assignments.sql","1dad499ab7ebcbbfb3ef516bd24b9ebc26684e01c48c0544eb333812c5ed45f6","276","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","48baffd4f6fee4329a23eec37a68914dee8f6a120c04340bab11865a8906cfc9","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/DemoUser_Bookmarks.sql","1af802e5932b869f211dcbd6ef9207df65b9e68cf5dd58c8c5ba20ce3076422a","234","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","0c7cafb4d2694c94a40fd0fb4de28b522c925f8818589dd47b47a3f82881fbad","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/DemoUserLogins.sql","639d6fd2d680c865d73a843821f739aaa8cc25ea72184cf793751984d42f0dd6","453","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","db8d7e47139f10f958ad772e6fad06715b310928661950875e2a5874534ee57c","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
