asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00011,1,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,4df1d068b7995db17b512ee3f21944241ea20d3e63acc4f1114f2beba601bfee,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=11; payloadBytes=2292; rawTagPayloadSha256=4df1d068b7995db17b512ee3f21944241ea20d3e63acc4f1114f2beba601bfee; exactTagIdentitySha256=d3073ac94ae7df3eb39ebea81745d9b920231265c86087e967d26094ddfd7d23; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00041,30,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,c2b2270bada57bb6900b118fa1514389375457f81518ae08093dde6711c11b6b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=41; payloadBytes=31; rawTagPayloadSha256=c2b2270bada57bb6900b118fa1514389375457f81518ae08093dde6711c11b6b; exactTagIdentitySha256=c9031646cf9d19d0e99a9de0501c238837c080f4b32e1b3c3ee1b0c9012d70e4; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00042,31,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,2dc3ad755ba42930e9fe00c9d839a5fc539c456ff7874c9450128b650c56f4e7,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=42; payloadBytes=33; rawTagPayloadSha256=2dc3ad755ba42930e9fe00c9d839a5fc539c456ff7874c9450128b650c56f4e7; exactTagIdentitySha256=ad800a35706ce20f71ade02af6576a984a4249694c842564c57902db4d1c5146; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00043,32,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,ea0ee323c10dc2f7a44aea024b3ef6513709385ee4b41db1e307037c04732c2e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=43; payloadBytes=33; rawTagPayloadSha256=ea0ee323c10dc2f7a44aea024b3ef6513709385ee4b41db1e307037c04732c2e; exactTagIdentitySha256=c4d5d1485480448012e0875428c39f821393e56b930d7cb23833bb8fddc9392a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00044,33,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,d74e5e31e8728e8efe21223053d7e5faa06b8a8196d3c368a963ffdc8c20a023,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=44; payloadBytes=33; rawTagPayloadSha256=d74e5e31e8728e8efe21223053d7e5faa06b8a8196d3c368a963ffdc8c20a023; exactTagIdentitySha256=7135327ea2acf29ad52315d91522b9cd2ff2e170461632c0e603344676f0c911; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00045,34,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,33050098b3fb890317006b67ce0e152f82ace230008c7114205bb9973a08cec0,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=45; payloadBytes=33; rawTagPayloadSha256=33050098b3fb890317006b67ce0e152f82ace230008c7114205bb9973a08cec0; exactTagIdentitySha256=8457e93aa5d9041eff9e8283c12bcccc4615ca8441719bb7156dc3230aa6feb8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00046,35,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,bad3adbd53852ac446d36cc66a42226f76c4a99cef1598d9c1d3967d91f30764,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=46; payloadBytes=33; rawTagPayloadSha256=bad3adbd53852ac446d36cc66a42226f76c4a99cef1598d9c1d3967d91f30764; exactTagIdentitySha256=213cb268d8c54119ee75a7a3a4e31c51eccaeb44830215e269d2ef5601bc3731; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00047,36,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,025740cc84b0747345b60dea72b74e76cdd53c1d4856b0aeca5affac488bc43b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=47; payloadBytes=33; rawTagPayloadSha256=025740cc84b0747345b60dea72b74e76cdd53c1d4856b0aeca5affac488bc43b; exactTagIdentitySha256=d55781549f53b9336b4735d6d3d472d346190b79c89e083d2eebf13f13afe628; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00048,37,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,a7ecc030c8033b7369c9376258fa48ccfc11f9b392808cf71934a2dc0efc6ae1,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=48; payloadBytes=33; rawTagPayloadSha256=a7ecc030c8033b7369c9376258fa48ccfc11f9b392808cf71934a2dc0efc6ae1; exactTagIdentitySha256=c17a7ed52f12b5aae73cfa7d946c574181c607dbb3c1c1cef27f2278efb8bc75; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00049,38,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,216be32a94bc35654b85e036dd3f1f1c35770876a331d9a644b5de58f12a0212,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=49; payloadBytes=33; rawTagPayloadSha256=216be32a94bc35654b85e036dd3f1f1c35770876a331d9a644b5de58f12a0212; exactTagIdentitySha256=efca38126ab9e946e9469a8a37e1e37d7ef4fd08dea32da16146a61239e787c0; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00050,39,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,b256a46b7fcb16de232a73ab32bf5d48d5994c7f6f5850935d1bdf05b16bd6df,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=50; payloadBytes=33; rawTagPayloadSha256=b256a46b7fcb16de232a73ab32bf5d48d5994c7f6f5850935d1bdf05b16bd6df; exactTagIdentitySha256=ed975d682bfbaaf6f557b078780c3e838aa6e5ec48f49f748256d35a2e82b558; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00051,40,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,4352b9d0e083804a22ce881332ac41aed9fcb383a020587f6355e87dcf5f850f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=51; payloadBytes=35; rawTagPayloadSha256=4352b9d0e083804a22ce881332ac41aed9fcb383a020587f6355e87dcf5f850f; exactTagIdentitySha256=356a181572c57dc07262415761140ac300caa8fb04c94da4b4c9b1e844932ea7; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
