cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-011,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q14.mp3,a58342d7504b35d7226a260567cad8794d8be9aa6b990dac00c8ba3cbf042961,,,catalog association only; runtime cue is unresolved,4231.813,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-012,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q14C.mp3,9a0c6b867e5a8b5cbeb0edeceaa60e21f3671b2064637ec62ded45de8bb65e14,,,catalog association only; runtime cue is unresolved,5642.437,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-013,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q15.mp3,88ba1df65a8e669abbf33b29da70c1339900af430f44a49c05097ce5e1c6ad23,,,catalog association only; runtime cue is unresolved,4780.375,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-014,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q15A.mp3,25657c7031e398c25fd08717799c42779ac09bd1461cd1cd9ac44c6911562330,,,catalog association only; runtime cue is unresolved,5459.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-015,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q16A.mp3,35ea373ec84e46a9f6eadd491427662a5a216b7ff923ad2202e17ff9bd506bef,,,catalog association only; runtime cue is unresolved,5537.937,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-016,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q16B.mp3,5c257072ff6d10dfe3baf239d9c079e0e4115b857344e1d192670f5e8330d248,,,catalog association only; runtime cue is unresolved,5355.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-017,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q17A.mp3,fb402ede135f44fa27e276ad70ca2614e2d7023d2f75262c17fc2ea9e529132d,,,catalog association only; runtime cue is unresolved,1750.188,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-018,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q17B.mp3,de2feec031401dfcf8e976284d4954abbf7dbe06faa8570ba37887c700ffc689,,,catalog association only; runtime cue is unresolved,1776.312,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-019,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q17C.mp3,5c62468c34cc50d8f831fed0a6e43e29b9cfb5ecde9cb2810977e6c5f185b09d,,,catalog association only; runtime cue is unresolved,1880.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-020,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q17D.mp3,058a9e26e912d83e8db8b943054ab8e95190bec64d9474c1ad6e6ac5f63a0ac4,,,catalog association only; runtime cue is unresolved,1593.438,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-021,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q18.mp3,e04c3c9a34ba9094380c3f747f655b5a4bb98173120bad026837d5d8be701d83,,,catalog association only; runtime cue is unresolved,11911.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-022,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q18A.mp3,3a0a5cb8eac2a35ab1a755f02f07dbc9b82a8ce686ddced978785c7803c82787,,,catalog association only; runtime cue is unresolved,1776.312,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-023,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q18B.mp3,a0ebadfdeb2933d018c5f3c49735cb4b0c4ecbfb179ffdbea4b8a139a8ae9ae1,,,catalog association only; runtime cue is unresolved,1880.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-024,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q18C.mp3,3d89f1f1cfadc10c09d3efd78ea5c7c0f39a4c075af08509d541098efbfa741f,,,catalog association only; runtime cue is unresolved,1854.688,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-025,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q18D.mp3,ef1b645e8c0784d9a8c3b8359a6989ef7b9289a956e5902f4b26ff2965d780ae,,,catalog association only; runtime cue is unresolved,1933.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-026,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q19.mp3,37b6b4145e512e5e9dfe6f788f2bcec5df96c6f96c100d7c2a7b35c28d0b77cc,,,catalog association only; runtime cue is unresolved,11964.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-027,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q19A.mp3,4cd673150a986316e6cc5ae10e47d0211ea2c62709638d55b7f36d5117ae2870,,,catalog association only; runtime cue is unresolved,2037.5,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-028,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q19B.mp3,c5de6b57a176c808fcf7885eb8adeb716af0fb2810c6375b7c14ee75a4825c90,,,catalog association only; runtime cue is unresolved,2037.5,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-029,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q19C.mp3,11b8adb43a9179e1aee3d21960ad6c88a96feb0429f80eeaea0e43f4bb9575c6,,,catalog association only; runtime cue is unresolved,1959.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-030,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q19D.mp3,77d59ac4ed11a6cebaab6184d5d3ec2194b5e5c2897f190996f2155dc229b8da,,,catalog association only; runtime cue is unresolved,2037.5,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-031,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q20B.mp3,8990f1867ec30965f5e39e71f79ecea79a14f3f97571e9edcf54c9f083205f24,,,catalog association only; runtime cue is unresolved,1854.688,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-032,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q20C.mp3,1bee71a98d4d91e43370f0f28d47a1d9d9036e8b44c3c54707f816f50067fef0,,,catalog association only; runtime cue is unresolved,2168.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-033,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q21D.mp3,33a972914921f72a83f617439561a987963c4ef684a7caed7ca8d3bde0ac7266,,,catalog association only; runtime cue is unresolved,2168.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-034,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q22.mp3,c4b2b98d28365381f6fccd9343b37ec1fe64194c4529060176218c6d074410a3,,,catalog association only; runtime cue is unresolved,7732.188,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-035,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q22B.mp3,a04cd90a3167abebd4ba86ac1686337db03250f92169b108d67941dbce1bf84c,,,catalog association only; runtime cue is unresolved,1828.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-036,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q22C.mp3,d76aaeda905d0256eb55d23951d5e660d6f6b3cadc22284d10fa35b2bffa3010,,,catalog association only; runtime cue is unresolved,1828.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-037,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q23.mp3,87e4ddafad798e2099f6334824a562ee555fc1ed0f637d8bed5587679e49ce25,,,catalog association only; runtime cue is unresolved,7288.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-038,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q23A.mp3,a290e20e581607d91e2e1e1aba65a4e64f2957be391ba70a8240bd5c556a49ce,,,catalog association only; runtime cue is unresolved,1933.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-039,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q23B.mp3,581cb082090fd9939a48c0f9b2d38528a66b64126cb992767e542ab711b2c260,,,catalog association only; runtime cue is unresolved,1933.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-040,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q24A.mp3,84a058e2600206438945b8b3ccab255836616f6daadd9fe3b131763827f77c9d,,,catalog association only; runtime cue is unresolved,1959.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-041,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q24B.mp3,a09e0676156a9a7f25b3fb8370a6a4b195467e9ac3432be27404234409d48e49,,,catalog association only; runtime cue is unresolved,1724.063,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-042,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q24D.mp3,0c9c3479b7f50d1b81dcd396b2bbb070ce2782e628aa24689a95b1bfc2106571,,,catalog association only; runtime cue is unresolved,2115.875,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-043,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q25.mp3,f2ca119ac14847dc5d904aa2c9115c1c664db6b4dd8d367d0d951d773dd1130a,,,catalog association only; runtime cue is unresolved,7471,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-044,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q25D.mp3,b42c3848857f192fb8273b75e97be2d3046904378bb583a403e8aefa4e534f42,,,catalog association only; runtime cue is unresolved,2037.5,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-045,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q2C.mp3,55a2d42856d4f05c1e75e7138a5d31379552e97f8b8d509a244908cff59768c4,,,catalog association only; runtime cue is unresolved,4388.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-046,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q3B.mp3,acb2f42713ceaebc3fa131b4e43e264ebcb7d01567aa05efc08a28b0fb48dce7,,,catalog association only; runtime cue is unresolved,4884.875,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-047,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q3C.mp3,ef45b358f0279226ba71f7f1f86f4bf6029161b5de4a610534ff76314f440131,,,catalog association only; runtime cue is unresolved,5146.063,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-048,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q4A.mp3,afdd2a80657f18d4d447d39639b9a241f5728f5a98d9325156f51efc499c430c,,,catalog association only; runtime cue is unresolved,4884.875,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-049,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q6D.mp3,345aee81083c26c88c7e0ca1a9bdea0f367b9e13d7beab1c119408442d6fadff,,,catalog association only; runtime cue is unresolved,4649.75,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-050,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q7A.mp3,f6f0b3576db1b1b30100ebf19a8fe67af1106d3cfcfe322141b56b041045ddc9,,,catalog association only; runtime cue is unresolved,783.625,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-051,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q7B.mp3,a01ee45d5470b0f769125f25058adef5fd26b9e2a3fcff56c3a2ac34200d16d4,,,catalog association only; runtime cue is unresolved,783.625,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-052,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q7C.mp3,dafd0901d879fe569c1a455699e5729d65b21af22b0f71d2977b2decf49ce04f,,,catalog association only; runtime cue is unresolved,705.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-053,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q7D.mp3,b8bda88e0f16794caea2611bcdb12f2b7fc17f155dd7088735c6ba844ff33cf1,,,catalog association only; runtime cue is unresolved,888.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-054,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q8.mp3,f07fe1a4b8b39b591b57ee3a5972d4ba67d2b8a9e5a14a54acf32d67d2006ddb,,,catalog association only; runtime cue is unresolved,4048.938,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-055,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q8A.mp3,a41c9273c54dc452a9ec937a54cdd4d8a5c40c27bbd1580e3a6183fcfaf16885,,,catalog association only; runtime cue is unresolved,679.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-056,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q8B.mp3,6aa88144db4f2532e4a432202a44bec1923a89640c42d9a0b3cf3003cccc4227,,,catalog association only; runtime cue is unresolved,705.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-057,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q8C.mp3,f859e548e05b05f4e6d45c3d27ac7ff4418a0e8b8cc6a002c486debc14dea834,,,catalog association only; runtime cue is unresolved,757.5,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-058,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q9.mp3,dbf668ccf34a64e0501e944055335868c83699ecc837c3698517fc74e06d34b0,,,catalog association only; runtime cue is unresolved,4048.938,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-059,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q9B.mp3,ae425f5916fad4e5bcfcafbf3dd08fd2e437694145d3e8414700844aadd65ad4,,,catalog association only; runtime cue is unresolved,705.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-060,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/EA/Q9C.mp3,791e87506b99eb24222362c06d9543324b2a1af74baa562cec7f76041ac45ade,,,catalog association only; runtime cue is unresolved,757.5,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=en; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-061,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q1.mp3,3f6e680522758a8daf4a01241efc079cf64fea866dcad93b8bec8a1a4afd3bb0,,,catalog association only; runtime cue is unresolved,17763.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-062,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q10.mp3,0d45e7acbe9431a119be53b8b573d68fecee6cf7366f367ff226f196f50c5f40,,,catalog association only; runtime cue is unresolved,5825.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-063,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q11.mp3,75d85427fe5203aae106a666360e6b8c73e78a05b1716139266e24d0e611e4f1,,,catalog association only; runtime cue is unresolved,5799.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
