asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00011,1,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,d6d87c55e699568a33ed343a3e0b9db3430abb176c8922315f97d4a450e21497,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=11; payloadBytes=2292; rawTagPayloadSha256=d6d87c55e699568a33ed343a3e0b9db3430abb176c8922315f97d4a450e21497; exactTagIdentitySha256=01e890b4852035b7fd30f9e2148a15a6104b9eaa1883f9e37d427c00b9747149; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00023,12,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,49d6773a25bbaec762c35fcc567851ef8543b7bf4e03f5b7f804f2c35b929af4,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=23; payloadBytes=69; rawTagPayloadSha256=49d6773a25bbaec762c35fcc567851ef8543b7bf4e03f5b7f804f2c35b929af4; exactTagIdentitySha256=3bd44d3c443cdf3e6ce6f53952201681be3f4511b13c15fdeb4512162ee60699; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00024,13,,button,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,ebc5da59a872a3f67fc44f5d80fef9e6f23a3a6b3b22eab5d2ffc03f9d5661e9,DefineButton2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=24; payloadBytes=170; rawTagPayloadSha256=ebc5da59a872a3f67fc44f5d80fef9e6f23a3a6b3b22eab5d2ffc03f9d5661e9; exactTagIdentitySha256=d46daaf6482160d31e05eb3650fbe5f8890b262b3a96aeb4e3b757d86cffee9b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00025,14,,button,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,c8f65a0a5709f9b20dcab483d83be52e728ed6b43209b27a9c4282d40e6f0aa8,DefineButton2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=25; payloadBytes=170; rawTagPayloadSha256=c8f65a0a5709f9b20dcab483d83be52e728ed6b43209b27a9c4282d40e6f0aa8; exactTagIdentitySha256=4c14700c537fe69a61bf70257a6133ba157f97ee4f7f069cbefeb28c6b14d9b9; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00026,15,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,28340a92e05ce87fce05d4bfd100f2027c45c9cd216f5b8761747661183165f1,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=26; payloadBytes=53; rawTagPayloadSha256=28340a92e05ce87fce05d4bfd100f2027c45c9cd216f5b8761747661183165f1; exactTagIdentitySha256=ac466b35d64e48b283593488b63184cf15be3e9ae6476bcf48bccb2564af6952; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00027,16,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,a5adc2cb6733e23830fe7ad8a1755753494bec3090a6f512a85f4af1654b847b,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=27; payloadBytes=36; rawTagPayloadSha256=a5adc2cb6733e23830fe7ad8a1755753494bec3090a6f512a85f4af1654b847b; exactTagIdentitySha256=3013bf1e026aa01969bf0c68edac10d825388b0b3db8f1f3e23f85b61644624f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00028,17,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,70e4a2ffed50adb10d4f787cd2df010daa023a9397feef6c6e761b1be57decc5,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=28; payloadBytes=26; rawTagPayloadSha256=70e4a2ffed50adb10d4f787cd2df010daa023a9397feef6c6e761b1be57decc5; exactTagIdentitySha256=35c9443cc361905d60b7986b9d98c62fc2d790338dd5db55aa636c36f90e7114; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00029,18,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,19ba3932b7d5dbb41b3552344a81e924810da2da34349ca4ae1eafe465bd000f,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=29; payloadBytes=38; rawTagPayloadSha256=19ba3932b7d5dbb41b3552344a81e924810da2da34349ca4ae1eafe465bd000f; exactTagIdentitySha256=62d6ee69cd5a3624303cef388c97b934f624dfd30052c191a63d25c710a0bf97; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00030,19,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,c5d3bbcc3ab2f5f1e0adcb811687f4506f416abd860485dd30ab4048972a8587,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=30; payloadBytes=36; rawTagPayloadSha256=c5d3bbcc3ab2f5f1e0adcb811687f4506f416abd860485dd30ab4048972a8587; exactTagIdentitySha256=da484f6431c6529803f0cb0b6236a43c029e513ff1340b454df49faa282b43db; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00031,20,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,3f4399a571599b61e783a448c3dd729d2a95b122f1afda4a75ac3e71d41c41fb,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=31; payloadBytes=38; rawTagPayloadSha256=3f4399a571599b61e783a448c3dd729d2a95b122f1afda4a75ac3e71d41c41fb; exactTagIdentitySha256=9dc391e026724d6f0b1a116ab8773a2affe10ca16897c4bdc158b8e37db1a5b7; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00032,21,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,e31eae74459bb0cd73ed7170ecf2a4855aa841484e5e11e75b78f9813d19bca5,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=32; payloadBytes=26; rawTagPayloadSha256=e31eae74459bb0cd73ed7170ecf2a4855aa841484e5e11e75b78f9813d19bca5; exactTagIdentitySha256=826c5b5b6e28a7dc37eda31ab788c771bd167ab6df23482d8a8ee077f8a71427; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00033,22,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,de368a3fad12eb6fd34e6c9d6efc3fe86d3558200b56ef850d4ec9d3a1638e7c,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=33; payloadBytes=38; rawTagPayloadSha256=de368a3fad12eb6fd34e6c9d6efc3fe86d3558200b56ef850d4ec9d3a1638e7c; exactTagIdentitySha256=7b158addb13d359514cf40190229540656c50e8160541bfb4468d01e4bfdaa17; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00034,23,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,52b29e5723693095647f1d6472bfedfe29ff826052968e8e3d03b37b18cdec03,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=34; payloadBytes=36; rawTagPayloadSha256=52b29e5723693095647f1d6472bfedfe29ff826052968e8e3d03b37b18cdec03; exactTagIdentitySha256=578941a7a27d77c48ae368487af78ffa4339762b50f2a95b4799c826d74f210f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00035,24,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,5a47444dda606c2d32867aa8ca39e9ed299bb40b30cd0835b4246c19330b7c99,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=35; payloadBytes=38; rawTagPayloadSha256=5a47444dda606c2d32867aa8ca39e9ed299bb40b30cd0835b4246c19330b7c99; exactTagIdentitySha256=932b34abd9becc6c7489fd96caec5828d38cb596aedd04c5032b0b9a46081e4c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00036,25,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,ed23848871d88a67f2b53bb804395a0d130d7954156208da6cfd1ba2876fbb9e,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=36; payloadBytes=36; rawTagPayloadSha256=ed23848871d88a67f2b53bb804395a0d130d7954156208da6cfd1ba2876fbb9e; exactTagIdentitySha256=bc3c5b471faa03ae9c562111dd080330d135292c33790bfbedbb803ffb0ec7ea; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00037,26,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,6751b2138f7368d799aa629ead3e30fb4b9771e2ffddcf507c9fec1a33f3ce6c,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=37; payloadBytes=36; rawTagPayloadSha256=6751b2138f7368d799aa629ead3e30fb4b9771e2ffddcf507c9fec1a33f3ce6c; exactTagIdentitySha256=51ac0f7b72a7b1989af34f0e88fc60877fc0784bdb4b4ebbf7ad32200a1e0cd2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00038,27,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,e2355d797e2327855736e06c9fa87c03cfc834ec68e4dd742f7b717b3097e9aa,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=38; payloadBytes=38; rawTagPayloadSha256=e2355d797e2327855736e06c9fa87c03cfc834ec68e4dd742f7b717b3097e9aa; exactTagIdentitySha256=64aa5aa0574af0b7c50a82e97935c597c80260c6a89eed44a1a6a36f72021729; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00039,28,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b0b5b5e7cdd3075fad8157ba25deea3353a6ac9e1b33d18ee7dff7751edc9447,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=39; payloadBytes=38; rawTagPayloadSha256=b0b5b5e7cdd3075fad8157ba25deea3353a6ac9e1b33d18ee7dff7751edc9447; exactTagIdentitySha256=99cda29065eb59d3a09a07423d3b92493bbc5c1b940de8651b211c4376101069; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00040,29,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,3290e8272851f75e0b56d89b8472ef8bcdd22192255ae6d0e0ff917f83823abe,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=40; payloadBytes=38; rawTagPayloadSha256=3290e8272851f75e0b56d89b8472ef8bcdd22192255ae6d0e0ff917f83823abe; exactTagIdentitySha256=d18428fbde77c28f8e86e04396c2e3b0df4ffa70b3c4c9ec885e4500661218a3; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00041,30,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,9fa4962ac598ab371d17235a442957d3550117290dfc0c754f65216c02125570,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=41; payloadBytes=36; rawTagPayloadSha256=9fa4962ac598ab371d17235a442957d3550117290dfc0c754f65216c02125570; exactTagIdentitySha256=b704211b7aa9e5142eddaa03ad9cc14ea717c6334fe19716a5b14a52738b1461; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00042,31,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,635f3d71712011d922746dd462e3e047ea6dcfbf90cfd296cc89b877c9705c06,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=42; payloadBytes=138; rawTagPayloadSha256=635f3d71712011d922746dd462e3e047ea6dcfbf90cfd296cc89b877c9705c06; exactTagIdentitySha256=dc33837476c71cf07b842d4847fdaf0dc8152979cd3798933dbb57ff701e3dd0; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00043,32,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b8c1e3a5172380fa038a4a078feaa5fb532ed47edc8b5ca3b9caac6af768bf36,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=43; payloadBytes=31; rawTagPayloadSha256=b8c1e3a5172380fa038a4a078feaa5fb532ed47edc8b5ca3b9caac6af768bf36; exactTagIdentitySha256=84e7124732ed11128cade1e91083d44439b455923743d6b95be7f5819f5282ea; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00044,33,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,8202ac4514574a0ebdac5edcd1ce496032e5a4b69534bb117d6b9a974abdb70a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=44; payloadBytes=36; rawTagPayloadSha256=8202ac4514574a0ebdac5edcd1ce496032e5a4b69534bb117d6b9a974abdb70a; exactTagIdentitySha256=78285bce755a2de2c6017251069b4a13c24037a0bf1ee4bbdcc81f48fe209e38; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00045,34,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,8b76fb01e4319564d4531046aab7eb5b683c1050914e21836d3c47feecc6149b,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=45; payloadBytes=38; rawTagPayloadSha256=8b76fb01e4319564d4531046aab7eb5b683c1050914e21836d3c47feecc6149b; exactTagIdentitySha256=a6a820bc52386211f9803f5fe4cd4f49adb0600e79391b20cec24c6bebbfcf8c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00046,35,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,c5a657eff85356f0a77e14af8108a4ea10a00c646ce9d4ed401defb497e44cc9,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=46; payloadBytes=36; rawTagPayloadSha256=c5a657eff85356f0a77e14af8108a4ea10a00c646ce9d4ed401defb497e44cc9; exactTagIdentitySha256=8918894721246ded22cc3601af4cd691c85835fcc7fd2074db5f69f7e4bd51bf; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00047,36,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,5cc25ff88f8666c8aecc14f42bc417e398d2f2ff4e2f76c16216c2a9aa193212,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=47; payloadBytes=38; rawTagPayloadSha256=5cc25ff88f8666c8aecc14f42bc417e398d2f2ff4e2f76c16216c2a9aa193212; exactTagIdentitySha256=4b10a578012b1d4ebb065668be91f2a78ac59d521e97e807313dcde42ee11e46; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00048,37,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,d360857d5c74dc3d86345be0a867241ff9a05b99fedda46179b51524102099d7,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=48; payloadBytes=38; rawTagPayloadSha256=d360857d5c74dc3d86345be0a867241ff9a05b99fedda46179b51524102099d7; exactTagIdentitySha256=d9b85767f69c47de8a71d5a1c3fdb58c1b8e654729936ac915271324d71a5714; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00049,38,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b5f61f4488c77a041c71f19d80f9c56d6a9310d2ad51c4c3be9b75c7eec2d50c,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=49; payloadBytes=37; rawTagPayloadSha256=b5f61f4488c77a041c71f19d80f9c56d6a9310d2ad51c4c3be9b75c7eec2d50c; exactTagIdentitySha256=af425b83f05bd4013d6bc2bfc6a136ad8257386ce640e0eb14c1f6c2eaf51646; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00050,39,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,70c10d8786cd3095f6b5107aaa55db7be123a837e9d6e2ed43aad2d71d4395ff,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=50; payloadBytes=38; rawTagPayloadSha256=70c10d8786cd3095f6b5107aaa55db7be123a837e9d6e2ed43aad2d71d4395ff; exactTagIdentitySha256=5dffb0983733840b060331f527d30bfee4fcbd838ef57fb98617aff053b68456; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00051,40,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,8e911899af7ae9078cf7f9b2435df0bcf4af907448dda82c4b57d13375005e42,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=51; payloadBytes=36; rawTagPayloadSha256=8e911899af7ae9078cf7f9b2435df0bcf4af907448dda82c4b57d13375005e42; exactTagIdentitySha256=4873bd26c0733d72d47827668ba5023ffebd3eaf8dc149a8e2956a666bdd63f7; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
